key,label,frequency
kek,0,8
minus,0,1
bela,0,6
mati,0,12
pd,0,5
krn,0,9
rakyat,0,3
indonesia,0,21
bodoh,0,20
tdk,0,18
beda,0,8
buruk,0,13
sdh,0,5
prilaku,0,1
sopan,0,3
santun,0,1
pilih,0,6
panutan,0,2
idola,0,2
murah,0,7
dr,0,16
kelas,0,9
ber,0,1
etika,0,1
ayu,0,14
janda,0,5
bego,0,16
pny,0,6
suami,0,18
kpn,0,1
nikah,0,13
anyiennnnggg,0,1
suara,0,8
ancur,0,3
merdu,0,1
tukang,0,2
goreng,0,1
syarat,0,3
sah,0,7
agama,0,7
islam,0,10
cpp,0,1
cpw,0,1
saksi,0,4
wali,0,1
mas,0,3
kawin,0,3
mahar,0,1
perkara,0,2
makeup,0,2
manglingi,0,1
penuh,0,7
yak,0,3
emak,0,3
julids,0,1
cewek,0,5
gatau,0,1
nih,0,10
ngerebut,0,3
pacar,0,5
org,0,48
udh,0,24
abang,0,1
ngedukung,0,1
sifat,0,1
jelek,0,44
ckck,0,1
eh,0,7
situ,0,6
kids,0,2
jaman,0,8
micin,0,8
mna,0,2
ngina,0,1
pelihara,0,2
jijik,0,17
liat,0,24
suer,0,1
deh,0,16
minceeee,0,1
emang,0,15
tabu,0,1
cium,0,4
gitu,0,16
eneg,0,1
citra,0,3
sok,0,18
alim,0,2
bijak,0,2
lai,0,1
suci,0,4
serius,0,3
dpn,0,1
bnyk,0,4
malu,0,22
kecuali,0,1
mgkn,0,1
mabok,0,1
teman,0,10
helooow,0,1
buah,0,5
libat,0,1
bibir,0,3
coba,0,14
bayangin,0,2
sanggup,0,2
lbh,0,4
dasar,0,16
emg,0,7
lho,0,3
yah,0,9
anjing,0,8
hidup,0,16
dmana,0,1
musuh,0,5
kliatan,0,1
ga,0,90
byk,0,2
ahhh,0,1
jaga,0,9
lahh,0,2
ngk,0,1
munafik,0,7
betina,0,1
zaman,0,1
ellu,0,1
yangg,0,1
loe,0,5
selangkang,0,1
paham,0,4
moga,0,8
tuhan,0,8
ampunin,0,1
cun,0,1
yaa,0,5
ampun,0,5
upil,0,2
naruto,0,2
cermin,0,2
klo,0,18
pecun,0,3
alam,0,4
lu,0,27
kesi,0,2
gua,0,11
prihatin,0,2
aj,0,9
ngotorin,0,1
dunia,0,10
kau,0,5
cuman,0,5
jual,0,6
goyang,0,3
taik,0,4
ih,0,4
nyari,0,2
uang,0,6
sampe,0,6
segitunya,0,1
anjir,0,3
tonton,0,14
mutu,0,7
dlu,0,2
inul,0,1
ngebor,0,1
baju,0,3
ketat,0,1
dcekal,0,1
hrs,0,2
ny,0,12
ni,0,9
jg,0,14
dg,0,12
sgja,0,1
dada,0,3
mulu,0,10
sbrpa,0,1
mrsk,0,1
moral,0,4
ank,0,2
muda,0,5
nnton,0,3
bawa,0,11
nafsu,0,2
pnyanyi,0,2
dangdut,0,3
bgini,0,1
nonjolin,0,2
najis,0,5
homo,0,2
kaya,0,33
gin,0,11
musnah,0,2
muka,0,16
bumi,0,1
haduuh,0,1
akhlak,0,2
bangeg,0,1
kerja,0,5
antem,0,2
lonte,0,9
bkn,0,1
ngjak,0,1
ribut,0,3
sampah,0,10
kayak,0,13
banci,0,9
dh,0,1
nenek,0,1
cucu,0,1
mw,0,3
operasi,0,1
mua,0,1
ttp,0,3
asli,0,4
g,0,44
cantik,0,4
dlm,0,2
bagus,0,18
kalo,0,30
mingkem,0,1
hahahahahaha,0,1
jahat,0,4
akuuu,0,1
oplas,0,6
permak,0,1
tetep,0,4
pokok,0,1
tegang,0,2
udah,0,32
sekian,0,1
dek,0,1
molen,0,1
biarpun,0,2
cowok,0,8
tp,0,29
cuantik,0,1
cewe,0,5
bencong,0,5
wkwkwk,0,3
rombeng,0,1
gay,0,1
gila,0,6
ken,0,8
hitz,0,1
cri,0,1
tenar,0,6
rela,0,1
penjara,0,2
settingan,0,2
beken,0,1
smpe,0,2
hina,0,3
astagfirullah,0,1
mulut,0,9
sekolah,0,5
cuihhh,0,1
koar,0,1
ping,0,2
malahn,0,1
perilaku,0,1
sederhana,0,1
pamer,0,5
akhirat,0,2
mampus,0,2
harta,0,1
kagak,0,1
pants,0,1
buang,0,11
laut,0,1
anehhh,0,1
trus,0,5
banya,0,1
folowers,0,1
gt,0,6
kalee,0,1
darar,0,1
tres,0,1
ngomong,0,14
belepotan,0,2
kamfungan,0,1
gaya,0,4
makan,0,6
jdi,0,4
berfikir,0,2
positif,0,2
bicara,0,6
kaum,0,1
kbanyakan,0,2
burit,0,1
stres,0,3
ogah,0,4
jumpa,0,1
ketemu,0,4
sikat,0,1
abiss,0,1
orng,0,5
sial,0,2
pimpin,0,5
negara,0,5
hormatin,0,1
jgn,0,9
mentang,0,2
president,0,1
sembarangin,0,1
marah,0,3
harap,0,5
tindak,0,4
hukum,0,10
lihat,0,26
tingkah,0,2
si,0,40
mudah,0,2
cepat,0,9
tidur,0,4
edan,0,2
apain,0,1
hati,0,9
mah,0,12
nurani,0,2
urat,0,1
pajak,0,1
ngegaji,0,1
hormat,0,2
babi,0,4
bangsat,0,6
sumpel,0,2
timah,0,2
congor,0,2
modar,0,1
pesek,0,2
rupa,0,2
hey,0,1
keriting,0,1
penggal,0,1
leher,0,1
putus,0,3
lumayan,0,2
buaya,0,1
ratu,0,2
pelakor,0,23
jagat,0,1
raya,0,1
ngerasa,0,2
tolong,0,9
dikit,0,4
mahhhh,0,2
temu,0,3
ranum,0,1
busuk,0,8
dah,0,7
manah,0,1
mentok,0,1
ah,0,5
manda,0,2
gatel,0,4
liyat,0,1
lgsg,0,2
sosor,0,1
begok,0,2
aje,0,1
ama,0,12
kegatelan,0,3
amanda,0,1
tante,0,3
umur,0,1
boros,0,1
cabe,0,1
jujur,0,3
kgk,0,1
haltis,0,1
astagah,0,1
demen,0,1
dekil,0,1
mel,0,1
nagita,0,8
turun,0,5
emas,0,2
barlen,0,1
alah,0,2
bejat,0,1
ustad,0,2
istri,0,16
stju,0,1
blg,0,1
ustazah,0,1
msuk,0,1
surga,0,3
bkan,0,1
krna,0,2
poligami,0,2
msh,0,6
bs,0,14
masuk,0,6
smoga,0,1
sna,0,1
azab,0,1
selamat,0,4
gilaaaaa,0,1
bnget,0,1
gatal,0,1
alas,0,3
poligam,0,1
woiii,0,1
haduh,0,1
pikir,0,8
pintar,0,2
allah,0,7
uji,0,6
setia,0,1
gtu,0,1
sja,0,1
tutup,0,1
pintu,0,1
rejekimu,0,1
korban,0,2
sbg,0,6
seorg,0,1
imam,0,1
keluarga,0,5
gagal,0,5
mmpertahankan,0,1
rmh,0,3
tangga,0,4
coreng,0,1
sndiri,0,2
barang,0,1
nggak,0,5
ngembat,0,1
cocok,0,5
wes,0,1
ilfil,0,1
story,0,1
ngomongin,0,1
mlu,0,1
ambigu,0,2
nilai,0,7
b,0,1
c,0,1
zholimi,0,1
salahinnya,0,1
lawan,0,5
ngmg,0,1
status,0,2
dewasa,0,2
eehhh,0,2
oma,0,3
empo,0,2
picik,0,2
bngt,0,3
jga,0,3
manusi,0,2
larang,0,4
ngungkapin,0,2
unek,0,2
stupid,0,2
human,0,2
heran,0,3
ngatain,0,5
via,0,7
baperan,0,2
wajar,0,4
dese,0,4
baper,0,2
udin,0,1
muak,0,2
kabar,0,1
nyadar,0,4
puja,0,1
gotong,0,1
royong,0,1
nasehatin,0,1
muja,0,1
mojokin,0,1
viaa,0,1
les,0,1
ahh,0,1
komen,0,5
nyinyir,0,6
kyak,0,2
nyinyirin,0,3
parah,0,21
pdhal,0,1
media,0,4
sosial,0,2
hak,0,4
instagram,0,2
nyindir,0,3
netijen,0,2
goblog,0,2
masyako,0,2
ortunya,0,1
rugi,0,7
junjunganny,0,1
pdhl,0,4
km,0,5
kampung,0,16
kerudung,0,2
cuihh,0,1
belajaer,0,1
hahahaha,0,2
ampe,0,3
manusah,0,1
begoh,0,1
norak,0,7
kampyuung,0,1
adem,0,1
ayem,0,1
isyana,0,1
agnezmo,0,1
mba,0,15
liaaat,0,1
telaah,0,1
kasih,0,3
contoh,0,2
better,0,1
la,0,3
high,0,1
class,0,2
komenmu,0,1
curhat,0,5
temen,0,2
ngak,0,1
maju,0,2
mikirnya,0,1
curh,0,1
goblok,0,6
netizen,0,6
kontra,0,1
postingan,0,1
bakajaer,0,1
piara,0,2
lol,0,2
ko,0,4
indo,0,2
prestasi,0,1
sosmed,0,4
isi,0,12
jatoh,0,1
kn,0,2
agnes,0,1
mo,0,1
harga,0,12
elu,0,7
kitu,0,1
keleusss,0,1
wkkwkww,0,1
nyanyi,0,3
wkwkwkwkw,0,2
wawan,0,1
zzzzz,0,1
emng,0,4
tmn,0,1
hahaha,0,4
lemes,0,1
berani,0,5
ststus,0,1
tulis,0,1
sengaja,0,2
baca,0,8
takut,0,5
labrak,0,1
mmmm,0,1
main,0,8
jawa,0,1
timur,0,3
nunjukin,0,1
karya,0,4
gw,0,15
fansnya,0,2
nantangin,0,1
alay,0,1
jablay,0,2
yutub,0,1
aplikasi,0,1
sy,0,5
youtube,0,3
seseorg,0,1
dpt,0,2
hasil,0,5
salah,0,6
mreka,0,2
bayar,0,10
ntn,0,1
video,0,2
pinter,0,5
generasi,0,2
gue,0,21
gangerti,0,1
vallen,0,1
sangkut,0,2
pautin,0,2
gerah,0,1
kaga,0,2
tu,0,12
foto,0,3
sblm,0,3
dn,0,3
dioplas,0,1
aneh,0,9
kyknya,0,2
oplasnya,0,1
noraaak,0,1
abiiis,0,1
kebel,0,1
az,0,1
aplg,0,1
berlian,0,1
ciiinnnnn,0,1
pasca,0,1
ngefek,0,1
n,0,5
rem,0,3
ahahahhaha,0,1
salfok,0,1
sumpah,0,5
model,0,2
failed,0,1
gaet,0,1
philipine,0,1
bangga,0,3
usak,0,5
ckp,0,1
pngn,0,2
ngetop,0,1
lwt,0,1
nitezerrre,0,1
ngarep,0,1
bingung,0,2
rebut,0,7
ngeliput,0,1
net,0,3
doang,0,3
informasi,0,1
waras,0,1
jedun,0,3
cerdas,0,1
hindar,0,1
narkoba,0,1
bgni,0,2
hrsnya,0,2
gosong,0,1
abu,0,1
bakar,0,1
pabrik,0,1
viral,0,1
bnr,0,1
slain,0,1
brguna,0,1
gda,0,1
cm,0,1
modal,0,1
ngangkang,0,1
trs,0,4
gebet,0,1
btw,0,2
instastory,0,2
bin,0,1
tua,0,7
ehhh,0,1
least,0,1
prewi,0,1
cuii,0,1
bukti,0,7
bejibun,0,1
pro,0,1
emaknya,0,1
drpd,0,4
sadar,0,3
ente,0,1
cuy,0,1
abal,0,4
enggk,0,4
layar,0,3
kaca,0,2
duit,0,3
kere,0,4
miskin,0,6
maen,0,2
k,0,2
dukun,0,4
elmu,0,2
pelet,0,2
makrum,0,1
ngrebut,0,1
hehe,0,2
eeee,0,1
lacur,0,2
brempuan,0,1
edeuuuuuh,0,1
biarin,0,1
puas,0,2
puasin,0,1
mumpung,0,1
deseu,0,1
brasa,0,1
nyaho,0,1
karma,0,5
contohin,0,1
amit,0,6
yng,0,1
heheh,0,1
ngerusak,0,1
kbhgiaan,0,1
serba,0,1
mewah,0,1
krja,0,1
mlh,0,2
morotin,0,1
psti,0,1
akn,0,1
mnghampirimu,0,1
idupnya,0,1
plagiat,0,5
cipta,0,1
dri,0,1
wkwkwkwk,0,3
dwngerin,0,1
pngen,0,1
muntah,0,1
kreatip,0,1
memalukab,0,1
yaaa,0,1
lirik,0,1
cinta,0,3
gapunya,0,1
kuping,0,1
dipermasalahin,0,1
nada,0,1
anggel,0,1
pietrs,0,1
bocah,0,1
yaelah,0,1
jes,0,1
terxta,0,1
mu,0,4
sprti,0,1
ayuting,0,1
drama,0,1
japok,0,3
gateeel,0,1
uda,0,3
mamad,0,3
jessica,0,1
dimusuhin,0,1
deddy,0,1
corbuzier,0,1
semenjak,0,1
undang,0,6
hitam,0,10
putih,0,8
cerita,0,7
panggung,0,1
buk,0,2
ibuk,0,1
wkwkwkwkwk,0,1
awas,0,1
rumah,0,9
dimasukin,0,1
kerdus,0,2
tai,0,8
gedein,0,1
pupuk,0,1
jngan,0,1
bacot,0,4
knpa,0,1
suku,0,1
elo,0,1
papan,0,2
blenyek,0,1
belagu,0,1
kga,0,2
populer,0,1
sekalu,0,1
anang,0,1
babiii,0,1
demenin,0,1
jijikk,0,2
ting,0,5
ngejudge,0,1
enak,0,4
menjudge,0,1
sempurna,0,3
pantes,0,3
panggil,0,2
ceramah,0,4
sndr,0,1
menzolimi,0,1
diam,0,1
kaci,0,1
tw,0,1
hadeh,0,2
manggil,0,1
bwt,0,1
bodo,0,1
biadab,0,1
bully,0,2
mampusin,0,1
one,0,2
lemah,0,5
casing,0,1
doank,0,1
nyali,0,1
produk,0,3
iklan,0,5
masak,0,2
sedap,0,1
sudut,0,1
mecin,0,3
olah,0,3
ganggu,0,9
ngemil,0,1
justiceformicin,0,1
wahh,0,1
jngn,0,1
vidio,0,1
bngtt,0,1
ayuu,0,1
murahaan,0,1
edit,0,1
mommy,0,1
lambe,0,1
habis,0,12
gosib,0,1
admin,0,1
golong,0,1
konsumsi,0,1
pil,0,1
pcc,0,1
rusak,0,10
min,0,5
govlok,0,2
prcya,0,1
slgkuh,0,1
sma,0,3
rafi,0,2
baek,0,1
ktamu,0,1
woyy,0,1
fikir,0,2
pke,0,1
mkanya,0,1
hoy,0,1
baris,0,1
fans,0,3
billy,0,2
alhamdulillah,0,3
manusiaa,0,1
buluk,0,3
ituu,0,1
tunggu,0,5
akhiry,0,1
kobil,0,1
v,0,3
cinlok,0,4
babang,0,1
anthony,0,1
set,0,1
boy,0,1
ngaku,0,4
ajaaa,0,2
dumang,0,1
nyata,0,15
resiko,0,3
hahahhaa,0,1
hahahahaha,0,2
noh,0,2
urus,0,8
kuin,0,2
nempel,0,1
masyarakat,0,4
gundik,0,1
begtu,0,1
sholehah,0,1
kuat,0,8
mata,0,36
kuliah,0,1
cma,0,1
tpi,0,1
hamil,0,3
gesek,0,1
grepe,0,1
lakik,0,2
please,0,1
muljem,0,3
karna,0,4
tega,0,3
recut,0,1
sahabat,0,3
jalan,0,4
sanksi,0,1
valakor,0,2
mesti,0,1
sem,0,1
muakk,0,1
kena,0,1
bwrjuang,0,1
nol,0,2
sukses,0,2
selingkuh,0,1
kuasa,0,2
sedih,0,6
ngamen,0,1
mantan,0,2
pesawat,0,1
jet,0,1
bhay,0,1
botakbego,0,1
heeehh,0,1
pelakornya,0,1
yaaaakkk,0,1
ngapa,0,1
emosi,0,7
situuu,0,1
kenal,0,5
akun,0,5
bodong,0,2
diem,0,1
ceplos,0,1
ngakak,0,1
gueeee,0,1
lucu,0,4
dhajatan,0,1
wakakak,0,1
kyk,0,7
gituu,0,1
ajar,0,6
swamik,0,2
milih,0,2
hancuuurr,0,1
bookk,0,1
bohong,0,8
kismin,0,1
nyungsep,0,1
ngatur,0,1
rezeki,0,1
tuha,0,1
cwenya,0,1
cwonya,0,1
macho,0,1
plus,0,1
jago,0,1
gombal,0,1
maennya,0,1
gesit,0,1
ulala,0,1
ngakakabis,0,1
ngapain,0,3
depok,0,2
bahagia,0,2
hujat,0,2
pengaruh,0,2
prasangka,0,1
titis,0,1
dajjal,0,1
kosong,0,1
sorry,0,4
ye,0,1
bala,0,2
nabi,0,2
muhammad,0,1
percaya,0,3
ditunjukkin,0,1
ku,0,2
sepet,0,1
koment,0,1
ubul,0,1
empang,0,1
minggir,0,1
woy,0,1
rusuh,0,3
jaer,0,3
amis,0,1
enji,0,8
hart,0,2
kah,0,2
males,0,4
tanggung,0,2
jwbnya,0,1
bunting,0,1
akuin,0,1
nongol,0,1
bilqis,0,1
cantek,0,1
sampek,0,1
bini,0,2
ngeposting,0,1
kangen,0,1
najonggg,0,1
betoll,0,1
bahas,0,3
ambil,0,2
pede,0,1
jatohnya,0,1
ganteng,0,4
bebas,0,2
slingkuh,0,1
pala,0,1
bau,0,1
menyan,0,1
gada,0,3
sebenarnye,0,1
gateeeel,0,1
hahah,0,1
tongtong,0,1
klw,0,1
jodoh,0,1
entong,0,1
bekaca,0,1
teryata,0,1
tahan,0,1
guatelnye,0,1
hah,0,1
oalaahhh,0,1
kucing,0,3
ksh,0,3
ikan,0,2
gratis,0,1
nolak,0,1
wkwkkwkw,0,1
sis,0,1
prempuan,0,2
jilbab,0,2
downgrade,0,1
ehh,0,1
selera,0,1
motorninja,0,1
songong,0,2
mobil,0,2
lamborgini,0,1
wae,0,1
nonton,0,49
kaget,0,1
usa,0,1
bls,0,1
wkwk,0,3
oh,0,2
kemaren,0,2
aduh,0,2
penganten,0,1
kenyang,0,1
kembung,0,1
perut,0,2
pepuralugu,0,1
gimik,0,2
raffi,0,1
hujad,0,2
kesini,0,2
bodohin,0,1
publik,0,3
tuju,0,5
kasihan,0,5
penghujad,0,1
pesbukers,0,2
ngeluarkn,0,1
album,0,1
single,0,1
nengri,0,1
yoo,0,1
gimmick,0,1
rating,0,1
popularitas,0,1
taruhin,0,1
susah,0,4
diemvang,0,1
lapak,0,1
najiiisss,0,1
maling,0,2
teriak,0,1
ngaca,0,2
buuuuuk,0,1
iyak,0,1
kaa,0,1
hahahahah,0,1
geli,0,1
gasih,0,1
abis,0,6
joget,0,2
ngakakkk,0,1
anjirrrr,0,1
maluin,0,1
mak,0,2
tong,0,1
ngasih,0,1
dugem,0,1
texas,0,2
jamin,0,1
jam,0,6
selagi,0,1
ngerugiin,0,1
yaudah,0,1
sewot,0,1
wanita,0,4
jahiliyah,0,1
lesbi,0,1
py,0,2
bencana,0,1
slnya,0,1
misahin,0,1
ktakutan,0,1
bp,0,1
prnh,0,1
nuntut,0,1
peluk,0,1
nikmat,0,1
begajulan,0,1
kador,0,4
beneran,0,2
celebgram,0,1
selebgra,0,1
hahahaaaa,0,1
nanya,0,2
ngga,0,3
blm,0,5
gerak,0,2
gerik,0,1
melambay,0,1
ngondek,0,1
nyaman,0,2
maklumin,0,1
shaaay,0,1
gatis,0,1
keras,0,3
bebel,0,1
realita,0,1
terima,0,2
numpang,0,2
rapi,0,1
jadiin,0,2
gede,0,3
ph,0,1
bee,0,1
idih,0,1
najong,0,1
tag,0,1
nimbrung,0,1
mujaer,0,1
langsung,0,9
maksud,0,4
klu,0,2
jedar,0,1
cucoklah,0,1
jilat,0,1
mulan,0,6
jamela,0,1
ngikuti,0,1
jejak,0,1
sombong,0,4
brhasil,0,1
dapetin,0,1
botak,0,2
mnceraikan,0,1
bunda,0,4
maya,0,2
hdp,0,1
mkin,0,1
anjlok,0,3
sring,0,1
jelong,0,1
kluarnegri,0,1
hahhahaha,0,1
sungguh,0,1
swt,0,2
zina,0,1
oranglain,0,1
w,0,2
lina,0,2
hemmmm,0,1
capekmiskin,0,1
sist,0,3
blik,0,1
sirik,0,2
nyonya,0,1
bantuin,0,1
cireng,0,3
cilok,0,1
untun,0,1
libur,0,1
monaco,0,1
bromo,0,1
kepo,0,1
nyonyiah,0,4
jongos,0,2
tetehlu,0,2
pas,0,4
peak,0,1
udeh,0,2
dinikahin,0,1
brojol,0,2
br,0,1
sirih,0,1
lonteeeee,0,1
jamahliur,0,1
junjung,0,1
cba,0,1
duluan,0,3
gembar,0,1
gembor,0,1
perek,0,1
siri,0,1
hamidun,0,1
sapeak,0,1
ilegal,0,1
dibilng,0,1
fitna,0,1
keji,0,1
haha,0,4
tolak,0,2
lupa,0,4
xixix,0,1
currr,0,1
bunmai,0,3
rampas,0,2
jameela,0,2
hancur,0,5
aduha,0,1
guoblok,0,1
muljamban,0,1
account,0,1
maia,0,1
yaela,0,1
stu,0,1
bner,0,1
gag,0,1
inget,0,1
ngrusak,0,1
kbhagian,0,1
klwrga,0,1
prtahanin,0,1
doyan,0,1
kawinin,0,1
comment,0,2
brp,0,1
medsos,0,3
bunyi,0,2
sehat,0,1
pakai,0,20
sayang,0,6
ibadah,0,4
sholat,0,1
dandan,0,1
bilangin,0,1
besok,0,3
kerdungab,0,1
sesuai,0,7
salmon,0,1
deliv,0,1
maaf,0,3
attitude,0,1
spesialis,0,1
sekolahin,0,1
upload,0,2
dapet,0,3
bincang,0,1
public,0,1
figure,0,1
iyaaa,0,1
eloo,0,1
risih,0,1
aplod,0,1
perhatiin,0,1
followers,0,1
bangt,0,2
kmpungan,0,1
bool,0,1
waaaaoooo,0,1
bahasami,0,1
heeeehh,0,1
repot,0,1
siapahh,0,1
live,0,3
nampilin,0,1
nggilanikk,0,1
dikomen,0,2
videoin,0,1
pribadi,0,4
kluarga,0,1
nambah,0,1
niy,0,1
attutude,0,1
kl,0,2
serah,0,1
simpan,0,2
insecure,0,1
kudu,0,1
ngerti,0,2
pantat,0,2
koq,0,2
sehhh,0,1
gara,0,2
katy,0,1
perry,0,1
berita,0,6
basi,0,1
kellen,0,2
amora,0,3
dateng,0,1
jingkrak,0,1
saring,0,1
blunder,0,1
posting,0,2
kd,0,3
videon,0,1
arsya,0,1
arsyi,0,1
bening,0,2
nelen,0,2
apasih,0,1
surup,0,1
ngefans,0,1
kagum,0,1
hermansyah,0,1
kutuk,0,1
timpa,0,1
untung,0,2
ganti,0,7
adik,0,1
gemezzzzzzz,0,1
lebay,0,1
umbar,0,1
blow,0,1
hadehh,0,1
whatsapp,0,2
sms,0,4
telp,0,1
ayam,0,1
wajah,0,1
bulu,0,2
kentut,0,1
perfectoooo,0,1
fokus,0,1
dengar,0,4
jengkel,0,3
dengernya,0,1
blepot,0,1
idup,0,1
pepet,0,2
roboh,0,1
bangun,0,1
masjid,0,1
dosa,0,1
nasi,0,1
bubur,0,1
iyah,0,1
rubah,0,1
pandang,0,2
hadap,0,3
setan,0,7
mikirrrr,0,1
majikan,0,1
embat,0,1
giling,0,1
jalang,0,1
pahlawan,0,1
siang,0,2
ter,0,1
selpii,0,1
mulia,0,1
sejati,0,1
wujud,0,1
nyesel,0,4
nimpuk,0,1
telor,0,2
ketawa,0,2
wakil,0,1
wktu,0,1
dng,0,1
nyempetin,0,1
nuli,0,1
spt,0,1
tular,0,1
aura,0,1
editanx,0,1
paraaaahh,0,1
laaah,0,1
nyai,0,1
ngedit,0,1
gn,0,1
hahaa,0,1
maluuu,0,1
lecek,0,1
bantet,0,1
ampuuun,0,1
pesbu,0,1
r,0,1
bederet,0,1
skandal,0,1
tubi,0,1
tembok,0,1
faedah,0,1
acara,0,18
kardus,0,1
wey,0,1
bedain,0,1
vape,0,1
shisha,0,1
rokok,0,1
ngerokok,0,1
ulet,0,1
kluget,0,1
hihihi,0,1
sgitunya,0,1
bangetttt,0,1
najisss,0,1
alycia,0,1
wibawa,0,1
haruka,0,2
bentar,0,1
younglex,0,1
miris,0,13
perintah,0,3
juara,0,3
angkat,0,7
berat,0,3
seasia,0,2
biaya,0,2
kejurnas,0,2
hitamputihtrans,0,5
hadiah,0,1
kendala,0,1
hostnya,0,1
smkjakarta,0,1
curhatanmu,0,1
roxana,0,2
titik,0,1
terang,0,1
utk,0,3
hitamputih,0,2
gulat,0,1
sulit,0,2
bahasa,0,2
indonesa,0,1
asing,0,1
akuindonesia,0,1
host,0,2
trans,0,4
sembarang,0,1
bangkrut,0,2
mimpi,0,2
bangqomar,0,1
hitamputiht,0,40
powernya,0,1
martha,0,1
demo,0,5
sila,0,1
paksa,0,2
farhat,0,1
abas,0,1
anjay,0,1
episode,0,1
muncul,0,3
yaampun,0,1
butuh,0,4
sang,0,3
ayah,0,1
marioteguh,0,1
mario,0,1
teguh,0,1
campak,0,1
tuna,0,1
netra,0,1
pegang,0,1
jabat,0,2
korupsi,0,2
pandji,0,2
garing,0,2
na,0,1
savelaguanak,0,1
ditindes,0,1
bos,0,1
bentak,0,1
diajakin,0,1
becanda,0,1
mystupidboss,0,1
veteran,0,2
koruptor,0,2
nyebar,0,1
buta,0,1
ruang,0,1
kacamata,0,1
haru,0,2
pergi,0,2
jupe,0,1
nasib,0,1
atlet,0,1
kemenpora,0,1
ri,0,1
baby,0,1
tatan,0,1
nang,0,2
ngeliat,0,2
daddy,0,1
topi,0,1
tunduk,0,1
kepala,0,2
mbah,0,1
simpen,0,1
toleransi,0,2
umat,0,4
terap,0,1
serang,0,1
banten,0,1
mitos,0,1
duka,0,1
moreppie,0,2
sodok,0,1
bu,0,2
tributetowanitaindonesia,0,1
ngoceh,0,1
pollinghitamputih,0,1
dijalanin,0,2
dipikirin,0,2
mongol,0,1
nyelesaikan,0,1
bermusyawara,0,1
ajha,0,1
bayang,0,3
konvensional,0,3
online,0,3
usaha,0,3
kalah,0,8
taksi,0,2
nunggu,0,1
onlinevskonvension,0,1
onlinevskonvensional,0,1
gadget,0,1
mahal,0,14
nipu,0,1
argonya,0,1
argo,0,1
kuda,0,1
aman,0,2
pasrah,0,2
gawat,0,1
darurat,0,3
tetangga,0,1
tembak,0,2
komplekrumahelitbandung,0,1
hewan,0,1
aniaya,0,1
hpsayangbinatang,0,1
dedy,0,1
alu,0,1
tvshow,0,2
lawyers,0,2
club,0,2
karakter,0,1
siar,0,1
tvone,0,2
malam,0,8
batal,0,4
tayang,0,3
rezim,0,1
http,0,9
fb,0,4
pynacs,0,1
potensi,0,1
teroris,0,2
peluang,0,1
ilc,0,33
sikap,0,2
presiden,0,1
sibuk,0,2
bidik,0,3
habieb,0,2
rizieq,0,1
pulang,0,3
busyro,0,1
muqoddas,0,1
minoritas,0,1
ekonomi,0,2
mayoritas,0,1
sumber,0,1
radikal,0,2
karnii,0,1
aniesbaswedan,0,2
jarak,0,1
islamis,0,2
bangsa,0,2
omong,0,1
tarik,0,1
anis,0,4
fitnah,0,3
metromini,0,1
metronome,0,1
bentuk,0,2
macet,0,1
padat,0,2
putra,0,1
petir,0,1
ahok,0,8
cek,0,4
